frequency,id,observation_end,observation_start,seasonal_adjustment,title,units,county_id
Annual,CDC20N2UAA001065,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Age-Adjusted Premature Death Rate for Hale County, A","Rate per 100,000",27368
Annual,DMPCRATE001065,2015-01-01,2008-01-01,Not Seasonally Adjusted,Rate of Preventable Hospital Admissions,Rate,27368
Annual,DP04ACS001065,2018-01-01,2010-01-01,Not Seasonally Adjusted,Burdened Households,Percent,27368
Quarterly,ENU0106520510,2019-07-01,1990-01-01,Not Seasonally Adjusted,Number of Private Establishments for All Industries,Establishments,27368
Quarterly,EQFXSUBPRIME001065,2019-10-01,1999-01-01,Not Seasonally Adjusted,"Equifax Subprime Credit Population for Hale County, A",Percent,27368
Annual,FBITC001065,2017-01-01,2004-01-01,Not Seasonally Adjusted,Combined Violent and Property Crime Incidents Known to Law Enforcement,Known Incidents,27368
Annual,GDPALL01065,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: All Industries,Thousands of U.S. Dollars,27368
Annual,GDPGOODS01065,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Goods-Producing Industries,Thousands of U.S. Dollars,27368
Annual,GDPGOVT01065,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Government and Government Enterprises,Thousands of U.S. Dollars,27368
Annual,GDPSERV01065,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Services-Providing Industries,Thousands of U.S. Dollars,27368
Annual,HC01ESTVC1601065,2018-01-01,2010-01-01,Not Seasonally Adjusted,High School Graduate or Higher (5-year estimate),Percent,27368
Annual,HC01ESTVC1701065,2018-01-01,2010-01-01,Not Seasonally Adjusted,Bachelor's Degree or Higher (5-year estimate),Percent,27368
Annual,HOWNRATEACS001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Homeownership Rate (5-year estimate) for Hale County, A",Rate,27368
Annual,LAUCN010650000000003A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27368
Monthly,LAUCN010650000000004,2020-02-01,1990-01-01,Not Seasonally Adjusted,Unemployed Persons,Persons,27368
Annual,LAUCN010650000000004A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployed Persons,Persons,27368
Monthly,LAUCN010650000000005,2020-02-01,1990-01-01,Not Seasonally Adjusted,Employed Persons,Persons,27368
Annual,LAUCN010650000000005A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Employed Persons,Persons,27368
Annual,LAUCN010650000000006A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Civilian Labor Force,Persons,27368
Annual,MHIAL01065A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Median Household Income for Hale County, A",Dollars,27368
Annual,MHICILBAL01065A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Hale County, A",Dollars,27368
Annual,MHICIUBAL01065A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Hale County, A",Dollars,27368
Annual,NETMIGNACS001065,2017-01-01,2009-01-01,Not Seasonally Adjusted,"Net County-to-County Migration Flow (5-year estimate) for Hale County, A",Persons,27368
Annual,PCPI01065,2018-01-01,1969-01-01,Not Seasonally Adjusted,Per Capita Personal Income,Dollars,27368
Annual,PE5T17AL01065A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Related Children Age 5-17 in Families in Poverty for Hale County, A",Persons,27368
Annual,PEAAAL01065A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,Estimate of People of All Ages in Poverty,Persons,27368
Annual,PECILB5T17AL01065A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Hale County, A",Persons,27368
Annual,PECILBAAAL01065A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of People of All Ages in Poverty for Hale County, A",Persons,27368
Annual,PECILBU18AL01065A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of People Age 0-17 in Poverty for Hale County, A",Persons,27368
Annual,PECIUB5T17AL01065A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Related Children Age 5-17 in Families in Poverty for Hale County, A",Persons,27368
Annual,PECIUBAAAL01065A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of People of All Ages in Poverty for Hale County, A",Persons,27368
Annual,PECIUBU18AL01065A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of People Age 0-17 in Poverty for Hale County, A",Persons,27368
Annual,PEU18AL01065A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,Estimate of People Age 0-17 in Poverty,Persons,27368
Annual,PI01065,2018-01-01,1969-01-01,Not Seasonally Adjusted,Personal Income,Thousands of Dollars,27368
Annual,PP5T17AL01065A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of Related Children Age 5-17 in Families in Poverty for Hale County, A",Percent,27368
Annual,PPAAAL01065A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of People of All Ages in Poverty for Hale County, A",Percent,27368
Annual,PPCILB5T17AL01065A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Hale County, A",Percent,27368
Annual,PPCILBAAAL01065A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of People of All Ages in Poverty for Hale County, A",Percent,27368
Annual,PPCILBU18AL01065A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Percent of People Age 0-17 in Poverty for Hale County, A",Percent,27368
Annual,PPCIUB5T17AL01065A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of Related Children Age 5-17 in Families in Poverty for Hale County, A",Percent,27368
Annual,PPCIUBAAAL01065A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of People of All Ages in Poverty for Hale County, A",Percent,27368
Annual,PPCIUBU18AL01065A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Percent of People Age 0-17 in Poverty for Hale County, A",Percent,27368
Annual,PPU18AL01065A156NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimated Percent of People Age 0-17 in Poverty for Hale County, A",Percent,27368
Annual,PUA0T17AL01065A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, Age 0-17 for Hale County, A",Persons,27368
Annual,PUA5T17RAL01065A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, Age 5-17 related for Hale County, A",Persons,27368
Annual,PUAAAL01065A647NCEN,2018-01-01,1998-01-01,Not Seasonally Adjusted,"Poverty Universe, All Ages for Hale County, A",Persons,27368
Annual,RACEDISPARITY001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,"White to Non-White Racial Dissimilarity Index for Hale County, A",Percent,27368
Annual,REALGDPALL01065,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: All Industries,Thousands of Chained 2012 U.S. Dollars,27368
Annual,REALGDPGOODS01065,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Private Goods-Producing Industries,Thousands of Chained 2012 U.S. Dollars,27368
Annual,REALGDPGOVT01065,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Government and Government Enterprises,Thousands of Chained 2012 U.S. Dollars,27368
Annual,REALGDPSERV01065,2018-01-01,2001-01-01,Not Seasonally Adjusted,Real Gross Domestic Product: Private Services-Providing Industries,Thousands of Chained 2012 U.S. Dollars,27368
Annual,S1101SPHOUSE001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,Single-parent Households with Children as a Percentage of Households with Children,Percent,27368
Annual,S1501ACSTOTAL001065,2018-01-01,2009-01-01,Not Seasonally Adjusted,People 25 Years and Over Who Have Completed an Associate's Degree or Higher (5-year estimate),Percent,27368
Annual,S1701ACS001065,2018-01-01,2012-01-01,Not Seasonally Adjusted,Percent of Population Below the Poverty Level,Percent,27368
Monthly,USPTOISSUED001065,2008-01-01,2000-02-01,Not Seasonally Adjusted,New Patent Assignments,Patents,27368
Annual,2020RATIO001067,2018-01-01,2010-01-01,Not Seasonally Adjusted,Income Inequality,Ratio,27369
Monthly,ALHENR7LFN,2020-02-01,1990-01-01,Not Seasonally Adjusted,Civilian Labor Force,Persons,27369
Annual,ALHENR7POP,2019-01-01,1970-01-01,Not Seasonally Adjusted,Resident Population,Thousands of Persons,27369
Monthly,ALHENR7URN,2020-02-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27369
Annual,ATNHPIUS01067A,2018-01-01,1992-01-01,Not Seasonally Adjusted,"All-Transactions House Price Index for Henry County, A",Index 2000=100,27369
Annual,B01002001E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Estimate, Median Age by Sex, Total Population (5-year estimate)",Years of Age,27369
Annual,B03002001E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total (5-year estimate)",Persons,27369
Annual,B03002002E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino (5-year estimate)",Persons,27369
Annual,B03002003E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, White Alone (5-year estimate)",Persons,27369
Annual,B03002004E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Black or African American Alone (5-year estimate)",Persons,27369
Annual,B03002005E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, American Indian and Alaska Native Alone (5-year estimate)",Persons,27369
Annual,B03002006E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Asian Alone (5-year estimate)",Persons,27369
Annual,B03002007E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Native Hawaiian and Other Pacific Islander Alone (5-year estimate)",Persons,27369
Annual,B03002008E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Some Other Race Alone (5-year estimate)",Persons,27369
Annual,B03002009E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races (5-year estimate)",Persons,27369
Annual,B03002010E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races, Two Races Including Some Other Race (5-year estimate)",Persons,27369
Annual,B03002011E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Not Hispanic or Latino, Two or More Races, Two Races Excluding Some Other Race, and Three or More Races (5-year estimate)",Persons,27369
Annual,B03002012E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino (5-year estimate)",Persons,27369
Annual,B03002013E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, White Alone (5-year estimate)",Persons,27369
Annual,B03002014E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Black or African American Alone (5-year estimate)",Persons,27369
Annual,B03002015E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, American Indian and Alaska Native Alone (5-year estimate)",Persons,27369
Annual,B03002016E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Asian Alone (5-year estimate)",Persons,27369
Annual,B03002017E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Native Hawaiian and Other Pacific Islander Alone (5-year estimate)",Persons,27369
Annual,B03002018E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Some Other Race Alone (5-year estimate)",Persons,27369
Annual,B03002019E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races (5-year estimate)",Persons,27369
Annual,B03002020E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races, Two Races Including Some Other Race (5-year estimate)",Persons,27369
Annual,B03002021E001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Population Estimate, Total, Hispanic or Latino, Two or More Races, Two Races Excluding Some Other Race, and Three or More Races (5-year estimate)",Persons,27369
Annual,B080ACS001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,Mean Commuting Time for Workers (5-year estimate),Minutes,27369
Annual,B14005DCYACS001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Disconnected Youth (5-year estimate) for Henry County, A",Percent,27369
Annual,BPPRIV001067,2018-01-01,1990-01-01,Not Seasonally Adjusted,"New Private Housing Structures Authorized by Building Permits for Henry County, A",Units,27369
Annual,CBR01067ALA647NCEN,2017-01-01,1989-01-01,Not Seasonally Adjusted,SNAP Benefits Recipients,Persons,27369
Annual,CDC20N2U001067,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Premature Death Rate for Henry County, A","Rate per 100,000",27369
Annual,CDC20N2UAA001067,2017-01-01,1999-01-01,Not Seasonally Adjusted,"Age-Adjusted Premature Death Rate for Henry County, A","Rate per 100,000",27369
Annual,DMPCRATE001067,2015-01-01,2008-01-01,Not Seasonally Adjusted,Rate of Preventable Hospital Admissions,Rate,27369
Annual,DP04ACS001067,2018-01-01,2010-01-01,Not Seasonally Adjusted,Burdened Households,Percent,27369
Quarterly,ENU0106720510,2019-07-01,1990-01-01,Not Seasonally Adjusted,Number of Private Establishments for All Industries,Establishments,27369
Quarterly,EQFXSUBPRIME001067,2019-10-01,1999-01-01,Not Seasonally Adjusted,"Equifax Subprime Credit Population for Henry County, A",Percent,27369
Annual,FBITC001067,2017-01-01,2004-01-01,Not Seasonally Adjusted,Combined Violent and Property Crime Incidents Known to Law Enforcement,Known Incidents,27369
Annual,GDPALL01067,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: All Industries,Thousands of U.S. Dollars,27369
Annual,GDPGOODS01067,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Goods-Producing Industries,Thousands of U.S. Dollars,27369
Annual,GDPGOVT01067,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Government and Government Enterprises,Thousands of U.S. Dollars,27369
Annual,GDPSERV01067,2018-01-01,2001-01-01,Not Seasonally Adjusted,Gross Domestic Product: Private Services-Providing Industries,Thousands of U.S. Dollars,27369
Annual,HC01ESTVC1601067,2018-01-01,2010-01-01,Not Seasonally Adjusted,High School Graduate or Higher (5-year estimate),Percent,27369
Annual,HC01ESTVC1701067,2018-01-01,2010-01-01,Not Seasonally Adjusted,Bachelor's Degree or Higher (5-year estimate),Percent,27369
Annual,HOWNRATEACS001067,2018-01-01,2009-01-01,Not Seasonally Adjusted,"Homeownership Rate (5-year estimate) for Henry County, A",Rate,27369
Annual,LAUCN010670000000003A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployment Rate,Percent,27369
Monthly,LAUCN010670000000004,2020-02-01,1990-01-01,Not Seasonally Adjusted,Unemployed Persons,Persons,27369
Annual,LAUCN010670000000004A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Unemployed Persons,Persons,27369
Monthly,LAUCN010670000000005,2020-02-01,1990-01-01,Not Seasonally Adjusted,Employed Persons,Persons,27369
Annual,LAUCN010670000000005A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Employed Persons,Persons,27369
Annual,LAUCN010670000000006A,2018-01-01,1990-01-01,Not Seasonally Adjusted,Civilian Labor Force,Persons,27369
Annual,MHIAL01067A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Median Household Income for Henry County, A",Dollars,27369
Annual,MHICILBAL01067A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Lower Bound of Estimate of Median Household Income for Henry County, A",Dollars,27369
Annual,MHICIUBAL01067A052NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"90% Confidence Interval Upper Bound of Estimate of Median Household Income for Henry County, A",Dollars,27369
Annual,NETMIGNACS001067,2017-01-01,2009-01-01,Not Seasonally Adjusted,"Net County-to-County Migration Flow (5-year estimate) for Henry County, A",Persons,27369
Annual,PCPI01067,2018-01-01,1969-01-01,Not Seasonally Adjusted,Per Capita Personal Income,Dollars,27369
Annual,PE5T17AL01067A647NCEN,2018-01-01,1989-01-01,Not Seasonally Adjusted,"Estimate of Related Children Age 5-17 in Families in Poverty for Henry County, A",Persons,27369
